system   D            wsystem.c:583  maybe_parent_dir                 [   0.00025] Also searching F:\GITHUB\GameLoopSystemTest\GameLoopSystemTest\
display  D   display_settings.c:191  debug_display_settings           [   0.04308] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04309] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04310] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04311] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04312] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04313] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04314] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04315] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04316] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04317] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04318] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04319] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04320] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04321] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04322] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04323] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04324] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04325] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04326] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04327] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04328] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04331] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04332] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04333] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04334] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04335] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04336] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04337] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04338] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04339] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04340] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04342] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04342] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04344] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04344] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04345] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04346] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04348] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04354] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04356] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04357] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04358] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04359] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04360] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04361] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04362] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04363] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04364] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04365] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04366] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04367] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04371] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04372] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04373] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04374] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04375] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04376] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04377] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04378] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04379] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04380] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04381] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04382] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04383] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04384] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04386] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04386] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04388] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04388] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04390] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04391] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04392] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04393] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04394] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.04399] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.04460] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.04462] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.05889] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.08990] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.08994] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.08996] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.09002] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.09009] Returning d3d_display: 02F2F390
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.09010] al_display=02F2F390
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.09011] al_display->vt=02DD9E28
dtor     D               dtor.c:184  _al_register_destructor          [   0.09197] added dtor for object 030DEEE8, func 0FED27A7
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.09253] Font arial.ttf loaded with pixel size 0 x 30.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.09255]     ascent=27.0, descent=-6.0, height=35.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.09256] added dtor for object 05F1E688, func 0FED1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13840] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13842] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13843] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13844] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13845] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13845] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13846] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13847] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13848] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.13849] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.13850] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.13851] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.13851] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.13889] Glyph 19: 17x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.13993] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.13995] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.14022] Glyph 20: 10x24 (12x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14215] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14218] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.14241] Glyph 24: 17x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14272] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14273] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14387] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14389] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.15551] Glyph 22: 17x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.15608] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.15610] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.15672] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.15674] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.17824] Glyph 23: 17x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.17903] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.17905] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.17978] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.17980] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.20523] Glyph 25: 17x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20599] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20601] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20694] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20696] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.22226] Glyph 26: 16x24 (16x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22353] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22356] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22463] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22466] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.24142] Glyph 27: 17x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.24197] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.24198] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.24261] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.24263] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.25654] Glyph 28: 17x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.25705] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.25707] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.25764] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.25767] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.30456] Glyph 21: 17x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.30553] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.30556] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.30628] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.30630] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.05993] removed dtor for object 0095A450
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [   4.05997] destroying display 02F2F390 (current 00000000)
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.06001] converting display bitmap 05F4D5A8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.06059] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.06071] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.06118] d3d_destroy_bitmap: Release video texture failed.
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [   4.06167] waiting for display 02F2F390's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [   4.07056] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [   4.08845] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.08975] removed dtor for object 030DEEE8
dtor     D               dtor.c:114  _al_run_destructors              [   4.08980] calling dtor for object 05F1E688, func 0FED1B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.08983] removed dtor for object 05F1E688
